run,energy_GeV,label,v_up,v_down,beam,capillary,status
2810,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2811,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2812,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2813,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2814,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2815,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2816,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2817,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2818,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2819,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2820,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2821,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2822,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2823,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2824,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2975,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2976,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2977,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2978,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2980,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2981,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2982,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2983,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2984,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
